rougeLsum,length,str_em,Disambig-F1
38.68312757201646,136.0,33.33333333333333,33.33333333333333
42.76729559748427,100.0,66.66666666666666,66.66666666666666
35.83815028901734,105.0,100.0,66.66666666666666
33.50253807106599,111.0,16.666666666666664,22.22222222222222
31.818181818181817,147.0,50.0,50.0
47.337278106508876,82.0,50.0,50.0
26.900584795321635,107.0,50.0,50.0
47.887323943661976,84.0,100.0,100.0
33.734939759036145,98.0,100.0,100.0
21.951219512195124,103.0,50.0,0.0
32.323232323232325,124.0,0.0,10.0
43.63636363636363,30.0,50.0,72.22222222222221
32.758620689655174,78.0,50.0,44.44444444444445
26.923076923076923,42.0,16.666666666666664,27.777777777777775
32.394366197183096,94.0,50.0,54.166666666666664
52.17391304347826,30.0,66.66666666666666,66.66666666666666
44.54148471615721,112.0,100.0,80.0
24.242424242424242,118.0,50.0,0.0
31.16883116883117,104.0,100.0,100.0
49.999999999999986,59.0,66.66666666666666,0.0
