rougeLsum,length,str_em,Disambig-F1
41.53005464480874,78.0,66.66666666666666,33.33333333333333
40.20100502512563,107.0,66.66666666666666,66.66666666666666
43.529411764705884,105.0,100.0,75.0
46.07329842931938,105.0,16.666666666666664,8.333333333333332
39.63963963963964,77.0,100.0,50.0
42.39130434782609,95.0,50.0,50.0
23.776223776223777,80.0,50.0,50.0
24.0,88.0,100.0,100.0
32.05128205128205,91.0,100.0,100.0
21.428571428571434,38.0,50.0,0.0
26.666666666666668,91.0,0.0,10.0
44.00000000000001,25.0,50.0,72.22222222222221
46.54088050314465,78.0,50.0,0.0
34.31952662721894,112.0,16.666666666666664,38.88888888888889
31.460674157303377,109.0,0.0,0.0
40.31007751937984,66.0,33.33333333333333,33.33333333333333
46.3768115942029,71.0,100.0,80.0
21.768707482993197,119.0,50.0,25.0
73.23943661971832,30.0,100.0,100.0
43.90243902439025,92.0,0.0,0.0
