rougeLsum,length,str_em,Disambig-F1
42.97520661157024,132.0,66.66666666666666,33.33333333333333
41.66666666666667,86.0,66.66666666666666,66.66666666666666
52.348993288590606,85.0,100.0,75.0
65.9090909090909,78.0,66.66666666666666,50.0
38.775510204081634,64.0,100.0,50.0
39.252336448598136,124.0,75.0,75.0
27.027027027027028,85.0,50.0,25.0
20.57142857142857,116.0,100.0,100.0
41.221374045801525,84.0,100.0,100.0
24.82758620689655,84.0,50.0,50.0
33.92857142857143,114.0,0.0,10.0
44.66019417475728,37.0,50.0,72.22222222222221
47.5,82.0,100.0,44.44444444444445
36.36363636363636,117.0,33.33333333333333,22.22222222222222
30.952380952380953,103.0,50.0,54.166666666666664
51.37614678899083,47.0,66.66666666666666,33.33333333333333
42.79835390946502,124.0,50.0,50.0
35.67567567567568,135.0,50.0,20.0
71.23287671232875,32.0,100.0,100.0
43.29896907216495,83.0,66.66666666666666,0.0
42.93785310734463,97.0,20.0,0.0
29.761904761904763,108.0,100.0,33.33333333333333
25.882352941176467,112.0,50.0,50.0
43.15789473684211,114.0,100.0,25.0
47.179487179487175,113.0,100.0,50.0
20.869565217391305,72.0,0.0,5.0
40.85106382978723,129.0,66.66666666666666,39.393939393939384
51.78571428571429,150.0,100.0,77.77777777777777
37.288135593220346,83.0,100.0,100.0
18.656716417910445,206.0,33.33333333333333,33.33333333333333
30.952380952380953,102.0,100.0,100.0
29.591836734693878,111.0,100.0,100.0
30.62200956937799,97.0,0.0,0.0
33.9622641509434,88.0,50.0,50.0
20.338983050847457,180.0,50.0,70.0
42.63959390862944,105.0,50.0,50.0
28.387096774193548,74.0,60.0,60.0
53.14685314685315,71.0,100.0,50.0
36.279069767441854,135.0,100.0,50.0
39.76608187134503,109.0,100.0,100.0
37.28813559322033,80.0,60.0,53.333333333333336
49.03846153846153,115.0,60.0,40.0
39.24050632911393,79.0,100.0,100.0
41.25,101.0,50.0,28.571428571428577
40.869565217391305,119.0,33.33333333333333,25.0
38.857142857142854,104.0,50.0,50.0
32.98969072164948,69.0,0.0,50.0
43.678160919540225,30.0,33.33333333333333,33.33333333333333
29.31937172774869,149.0,100.0,100.0
43.83561643835617,33.0,50.0,83.33333333333333
40.944881889763785,64.0,25.0,0.0
30.48780487804878,94.0,50.0,50.0
44.516129032258064,158.0,50.0,22.22222222222222
34.93975903614458,104.0,75.0,35.0
38.1578947368421,92.0,100.0,57.14285714285715
19.54022988505747,97.0,0.0,0.0
48.61111111111111,83.0,66.66666666666666,60.0
30.18867924528302,117.0,50.0,50.0
58.333333333333336,98.0,100.0,100.0
28.57142857142857,118.0,100.0,50.0
